FECHA,DEPARTAMENTO,MUNICIPIO,DIA ,HORA,BARRIO,ZONA,CLASE SITIO,EDAD,GENERO,CLASE BIEN,MARCA BIEN,LINEA,MODELO,COLOR,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,ESTADO CIVIL,PROFESIONES,ESCOLARIDAD,CODIGO DANE,2014
,GUAJIRA,MAICAO,Viernes,19:00,CORREGIMIENTO CARRAIPIA,RURAL,TRAMO DE VIA,32,MASCULINO,CAMIONETA,HYUNDAI,TUCSON 2.0 4X4 MEC,2010,PLATEADO,ARMA DE FUEGO,A PIE,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,44430000,1
,VALLE,CALI (CT),Viernes,0:00,CENTENARIO E2,URBANA,VIAS PUBLICAS,52,FEMENINO,AUTOMOVIL,CHEVROLET,SPARK,2011,PLATA,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Viernes,16:15,ARANJUEZ E9,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,28,FEMENINO,AUTOMOVIL,RENAULT,CLIO,2007,GRIS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Viernes,21:15,CIUDAD JARDIN E22,URBANA,VIAS PUBLICAS,60,MASCULINO,AUTOMOVIL,DAEWOO,LANOS,2011,AZUL,ESCOPOLAMINA,A PIE,A PIE,DIVORCIADO,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Viernes,22:30,EL INGENIO E17,URBANA,VIAS PUBLICAS,56,FEMENINO,AUTOMOVIL,HYUNDAI,ACCENT,2007,PLATA,LLAVE MAESTRA,A PIE,A PIE,DIVORCIADO,LICENCIADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Viernes,22:40,EL LIDO E19,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,32,FEMENINO,AUTOMOVIL,KIA,PICANTO,2010,NEGRO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Viernes,23:30,PRADOS DEL LIMONAR E17,URBANA,VIAS PUBLICAS,44,MASCULINO,AUTOMOVIL,MAZDA,626,2002,GRIS,ARMA DE FUEGO,A PIE,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
01/06/2014 12:00:00 AM,CAUCA,MORALES,Domingo,0:00,CENTRO,URBANA,VIAS PUBLICAS,39,FEMENINO,AUTOMOVIL,MAZDA,ALEGRO,1997,AZUL BALTICO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,19473000,1
01/06/2014 12:00:00 AM,NORTE DE SANTANDER,VILLA DEL ROSARIO,Domingo,23:00,ANILLO VIAL (JURD VILLA DEL ROSARIO),URBANA,TRAMO DE VIA,44,MASCULINO,CAMIONETA,MAZDA,CXNO REPORTADO7,2008,BLANCO,ARMA DE FUEGO,VEHICULO,A PIE,CASADO,INGENIERO,SUPERIOR,54874000,1
01/06/2014 12:00:00 AM,VALLE,CALI (CT),Domingo,8:30,LOS CAMBULOS E19,URBANA,VIAS PUBLICAS,40,MASCULINO,CAMIONETA,HYUNDAI,TUCSON IX35 2000,2014,BLANCO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
01/06/2014 12:00:00 AM,VALLE,CALI (CT),Domingo,19:05,VALLE DEL LILI E17,URBANA,VIAS PUBLICAS,40,FEMENINO,CAMIONETA,TOYOTA,LAND CRUSER,1993,NO REPORTADO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SUPERIOR,76001000,1
02/06/2014 12:00:00 AM,GUAJIRA,MANAURE,Lunes,23:00,CORREGIMIENTO DE AREMASHAIN,RURAL,TRAMO DE VIA,61,MASCULINO,CAMIONETA,CHEVROLET,BLASER,1996,ROJO,ARMA DE FUEGO,VEHICULO,VEHICULO,CASADO,NO REPORTADO,PRIMARIA,44560000,1
02/06/2014 12:00:00 AM,VALLE,CALI (CT),Lunes,20:00,LOS ALCAZARES E6,URBANA,VIAS PUBLICAS,39,MASCULINO,AUTOMOVIL,CHEVROLET,SPRINT,1993,NO REPORTADO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,TECNICO,76001000,1
03/06/2014 12:00:00 AM,ANTIOQUIA,LA ESTRELLA,Martes,6:20,CAMILO TORRES,URBANA,PARQUEADERO,42,MASCULINO,AUTOMOVIL,MAZDA,323,1996,ROJO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,PRIMARIA,5380000,1
03/06/2014 12:00:00 AM,ANTIOQUIA,SABANETA,Martes,11:30,VDA. PAN DE AZUCAR,RURAL,RODANDO SOBRE VIA NO REPORTADO VIA PUBLICA,35,MASCULINO,CAMION,CHEVROLET,NPR,1998,BLANCO,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,5631000,1
03/06/2014 12:00:00 AM,CESAR,LA PAZ,Martes,20:00,EL CENTRO,URBANA,VIAS PUBLICAS,44,MASCULINO,AUTOMOVIL,MAZDA,626,2005,PLATEADO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,20621000,1
03/06/2014 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Martes,17:20,VEREDA EL HABRA,RURAL,TRAMO DE VIA,29,MASCULINO,CAMIONETA,KIA,LINEA STANDARD,2012,BLANCO,ARMA DE FUEGO,VEHICULO,VEHICULO,UNION LIBRE,NO REPORTADO,TECNICO,44001000,1
03/06/2014 12:00:00 AM,VALLE,CALI (CT),Martes,0:25,SAN FERNANDO VIEJO E19,URBANA,VIAS PUBLICAS,54,MASCULINO,TAXI,HYUNDAI,ATOS,2008,AMARILLO,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR TAXI,DIVORCIADO,NO REPORTADO,SECUNDARIA,76001000,1
03/06/2014 12:00:00 AM,VALLE,CALI (CT),Martes,9:00,GRANADA E2,URBANA,VIAS PUBLICAS,45,MASCULINO,AUTOMOVIL,CHEVROLET,ESTEEM,2003,PLATA,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
03/06/2014 12:00:00 AM,VALLE,CALI (CT),Martes,12:00,TORRES DE CONFANDI E5,URBANA,VIAS PUBLICAS,54,MASCULINO,CAMIONETA,CHEVROLET,LUV 1.6,1985,BLANCO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SUPERIOR,76001000,1
03/06/2014 12:00:00 AM,VALLE,CALI (CT),Martes,13:40,TORRES DE CONFANDI E5,URBANA,BAHIA,32,FEMENINO,CAMPERO,CHEVROLET,TROOPER,1993,GRIS,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
03/06/2014 12:00:00 AM,VALLE,CALI (CT),Martes,19:30,UNION DE VIVIENDA POPULAR E16,URBANA,VIAS PUBLICAS,23,MASCULINO,AUTOMOVIL,NISSAN,NAVARA,2011,GRIS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
03/06/2014 12:00:00 AM,VALLE,CALI (CT),Martes,20:30,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,44,MASCULINO,CAMIONETA,TOYOTA,HILUX,1994,ROJO,CONTUNDENTES,A PIE,A PIE,UNION LIBRE,NO REPORTADO,TECNICO,76001000,1
05/06/2014 12:00:00 AM,ANTIOQUIA,GUARNE,Jueves,16:30,SAN FRANCISCO,URBANA,VIAS PUBLICAS,54,MASCULINO,AUTOMOVIL,DAIHATSU,CHARADE,1976,BLANCO Y VERDE,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,PRIMARIA,5318000,1
05/06/2014 12:00:00 AM,HUILA,CAMPOALEGRE,Jueves,21:30,INVASION ISLAS DEL SOL,URBANA,VIAS PUBLICAS,36,MASCULINO,CAMION,FOTON,LINEA STANDARD,2014,BLANCO,ARMA DE FUEGO,A PIE,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,41132000,1
05/06/2014 12:00:00 AM,VALLE,CALI (CT),Jueves,20:00,CIUDADELA CONFANDI E17,URBANA,VIAS PUBLICAS,41,FEMENINO,AUTOMOVIL,CHEVROLET,SPARK,2007,AZUL,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
05/06/2014 12:00:00 AM,VALLE,CALI (CT),Jueves,20:00,NUEVA TEQUENDAMA E19,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,56,MASCULINO,AUTOMOVIL,MAZDA,ALEGRO,1998,ESTRATO DE PERLA,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SUPERIOR,76001000,1
06/06/2014 12:00:00 AM,RISARALDA,DOSQUEBRADAS,Viernes,3:00,CAMPESTRE D,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,34,MASCULINO,CAMPERO,CHEVROLET,TROOPER,1992,ROJO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,66170000,1
06/06/2014 12:00:00 AM,RISARALDA,SANTA ROSA DE CABAL,Viernes,21:00,SECTOR LA CARCEL,URBANA,VIAS PUBLICAS,63,MASCULINO,AUTOMOVIL,TOYOTA,LAND CRUSER,2004,ROJO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,PRIMARIA,66682000,1
06/06/2014 12:00:00 AM,SANTANDER,FLORIDABLANCA,Viernes,13:00,LOS ARRAYANES,URBANA,VIAS PUBLICAS,40,FEMENINO,AUTOMOVIL,MAZDA,6,2005,GRIS,LLAVE MAESTRA,VEHICULO,A PIE,UNION LIBRE,NO REPORTADO,PRIMARIA,68276000,1
06/06/2014 12:00:00 AM,VALLE,CALI (CT),Viernes,14:00,LOS PARQUES E5,URBANA,VIAS PUBLICAS,50,FEMENINO,AUTOMOVIL,MAZDA,626,1994,ESTRATO DE PERLA,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,76001000,1
06/06/2014 12:00:00 AM,VALLE,CALI (CT),Viernes,15:40,BUENOS AIRES E18,URBANA,VIAS PUBLICAS,46,MASCULINO,MICROBUS,DAEWOO,DAMAS,1999,AZUL,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,TECNICO,76001000,1
06/06/2014 12:00:00 AM,VALLE,CALI (CT),Viernes,21:30,CHAPINERO E8,URBANA,VIAS PUBLICAS,41,MASCULINO,AUTOMOVIL,MAZDA,323,1989,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,TECNICO,76001000,1
06/06/2014 12:00:00 AM,VALLE,CALI (CT),Viernes,22:00,PAMPA LINDA E19,URBANA,VIAS PUBLICAS,27,FEMENINO,AUTOMOVIL,KIA,PICANTO,2011,NEGRO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
06/06/2014 12:00:00 AM,VALLE,CANDELARIA,Viernes,5:15,CGTO LA REGINA,RURAL,HACIENDA,45,FEMENINO,CAMIONETA,SSANGYONG,ACTYON 2.0 AUT F.E.,2007,NEGRO GRAFITO,ARMA DE FUEGO,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76130000,1
08/06/2014 12:00:00 AM,ARAUCA,ARAUQUITA,Domingo,14:00,VEREDA LA ESMERALDA,RURAL,CARRETERA,40,FEMENINO,AUTOMOVIL,CHEVROLET,AVEO 1.4,2013,NEGRO,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,UNION LIBRE,NO REPORTADO,SUPERIOR,81065000,1
08/06/2014 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Domingo,16:00,LAS TUNAS,URBANA,CASAS DE HABITACION,39,MASCULINO,AUTOMOVIL,MAZDA,323,1988,AZUL,LLAVE MAESTRA,A PIE,VEHICULO,UNION LIBRE,INGENIERO INDUSTRIAL,SUPERIOR,44001000,1
08/06/2014 12:00:00 AM,HUILA,PITALITO,Domingo,0:00,VILLA CAFE,URBANA,VIAS PUBLICAS,46,MASCULINO,CAMPERO,MITSUBISHI,LINEA STANDARD,1996,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,41551000,1
08/06/2014 12:00:00 AM,SANTANDER,BARRANCABERMEJA,Domingo,0:16,EL RETEN,URBANA,PARQUEADERO,33,MASCULINO,CAMIONETA,FORD,RANGER,2011,BLANCO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,68081000,1
08/06/2014 12:00:00 AM,TOLIMA,ARMERO,Domingo,18:30,VRDA. LA ESMERALDA,RURAL,FINCAS Y SIMILARES,33,MASCULINO,TRACTOR,CATERPILLAR,LINEA STANDARD,,NO REPORTADO,ARMA DE FUEGO,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,73055000,1
08/06/2014 12:00:00 AM,VALLE,CALI (CT),Domingo,5:40,CANEY E17,URBANA,FRENTE A EDIFICIO NO REPORTADO VIA PUBLICA,36,FEMENINO,AUTOMOVIL,CHEVROLET,SPARK,2007,ROJO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,LICENCIADO,SUPERIOR,76001000,1
08/06/2014 12:00:00 AM,VALLE,CALI (CT),Domingo,8:00,LOS GUADUALES E6,URBANA,FRENTE A EDIFICIO NO REPORTADO VIA PUBLICA,27,FEMENINO,AUTOMOVIL,HYUNDAI,ALTOS,2007,ROJO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
08/06/2014 12:00:00 AM,VALLE,CALI (CT),Domingo,13:00,SALOMIA E4,URBANA,VIAS PUBLICAS,34,MASCULINO,AUTOMOVIL,CHEVROLET,MONZA,1987,AZUL,LLAVE MAESTRA,A PIE,A PIE,CASADO,TECNICO EMPRESARIAL,TECNICO,76001000,1
08/06/2014 12:00:00 AM,VALLE,CALI (CT),Domingo,18:30,PRADOS DEL NORTE E2,URBANA,BAHIA,26,FEMENINO,CAMIONETA,TOYOTA,HILUX,1996,ROJO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
08/06/2014 12:00:00 AM,VALLE,CALI (CT),Domingo,19:00,URB. COLSEGUROS E19,URBANA,BAHIA,28,FEMENINO,AUTOMOVIL,HYUNDAI,ATOS,2008,NEGRO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SUPERIOR,76001000,1
08/06/2014 12:00:00 AM,VALLE,CALI (CT),Domingo,21:15,TORRES DE CONFANDI E5,URBANA,BAHIA,27,FEMENINO,AUTOMOVIL,HYUNDAI,I10,2013,ROJO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,TECNICO,76001000,1
09/06/2014 12:00:00 AM,CESAR,VALLEDUPAR (CT),Lunes,9:00,LOS ANGELES,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,21,MASCULINO,CAMIONETA,CHERY,LINEA STANDARD,2011,GRIS,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SUPERIOR,20001000,1
09/06/2014 12:00:00 AM,META,VILLAVICENCIO (CT),Lunes,3:00,MARACOS,URBANA,PARQUEADERO,41,MASCULINO,TRACTO_CAMION,CHEVROLET,BRIGADIER,,ROJO,CONTUNDENTES,VEHICULO,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,50001000,1
09/06/2014 12:00:00 AM,VALLE,CALI (CT),Lunes,11:45,VALLE GRANDE E21,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,48,MASCULINO,CAMIONETA,TOYOTA,HILUX,1995,ROJO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
09/06/2014 12:00:00 AM,VALLE,CALI (CT),Lunes,21:00,LA CASCADA E19,URBANA,VIAS PUBLICAS,52,MASCULINO,AUTOMOVIL,CHEVROLET,SPARK,2009,PLATA,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SUPERIOR,76001000,1
09/06/2014 12:00:00 AM,VALLE,CALI (CT),Lunes,21:00,PANAMERICANO E10,URBANA,VIAS PUBLICAS,50,MASCULINO,CAMIONETA,RENAULT,DUSTER,2015,GRIS,ARMA DE FUEGO,A PIE,VEHICULO,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
10/06/2014 12:00:00 AM,CUNDINAMARCA,FUNZA,Martes,16:40,CASA BLANCA,RURAL,CARRETERA,43,MASCULINO,CAMION,CHEVROLET,KODIAC,1998,ROJO,ARMA DE FUEGO,A PIE,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,25286000,1
10/06/2014 12:00:00 AM,GUAJIRA,URUMITA,Martes,10:30,VEREDA EL PEDREGAL,RURAL,TRAMO DE VIA,30,MASCULINO,AUTOMOVIL,MAZDA,3,2009,BLANCO,ARMA DE FUEGO,VEHICULO,VEHICULO,SOLTERO,NO REPORTADO,TECNICO,44855000,1
10/06/2014 12:00:00 AM,VALLE,CALI (CT),Martes,20:40,JORGE ISAACS E4,URBANA,VIAS PUBLICAS,43,MASCULINO,CAMPERO,MITSUBISHI,MONTERO,2004,BLANCO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,PRIMARIA,76001000,1
12/06/2014 12:00:00 AM,ANTIOQUIA,LA ESTRELLA,Jueves,22:00,VDA. PUEBLO VIEJO,RURAL,VIAS PUBLICAS,23,MASCULINO,AUTOMOVIL,RENAULT,R12,2002,AZUL,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,5380000,1
12/06/2014 12:00:00 AM,CUNDINAMARCA,SOACHA,Jueves,4:10,CIUDAD LATINA I,URBANA,VIAS PUBLICAS,38,MASCULINO,TAXI,CHEVROLET,CHEVINO REPORTADOTAXI,2003,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,25754000,1
12/06/2014 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Jueves,7:00,CORREGIMIENTO DE CAMARONES,RURAL,TROCHA,62,MASCULINO,CAMIONETA,TOYOTA,HILUX,1996,BEIGE,ARMA DE FUEGO,VEHICULO,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,44001000,1
12/06/2014 12:00:00 AM,VALLE,CALI (CT),Jueves,7:00,YIRA CASTRO E13,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,33,MASCULINO,AUTOMOVIL,MAZDA,626,2003,AZUL,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
12/06/2014 12:00:00 AM,VALLE,CALI (CT),Jueves,9:00,SAN CRISTOBAL E10,URBANA,VIAS PUBLICAS,56,MASCULINO,CAMION,CHEVROLET,NPR,2006,BLANCO,ARMA DE FUEGO,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
12/06/2014 12:00:00 AM,VALLE,CALI (CT),Jueves,14:10,SAN FERNANDO VIEJO E19,URBANA,VIAS PUBLICAS,23,MASCULINO,AUTOMOVIL,HYUNDAI,I10,2014,BEIGE,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
12/06/2014 12:00:00 AM,VALLE,CALI (CT),Jueves,20:15,LOS ALCAZARES E6,URBANA,VIAS PUBLICAS,35,MASCULINO,AUTOMOVIL,KIA,RIO,2014,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,76001000,1
12/06/2014 12:00:00 AM,VALLE,CALI (CT),Jueves,20:15,TEJARES - CRISTALES E19,URBANA,VIAS PUBLICAS,18,MASCULINO,AUTOMOVIL,KIA,PICANTO,2013,GRIS,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
12/06/2014 12:00:00 AM,VALLE,CANDELARIA,Jueves,2:00,PANAMERICANO (23-2),URBANA,VIAS PUBLICAS,51,FEMENINO,AUTOMOVIL,MAZDA,323,1991,GRIS,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,76130000,1
,CUNDINAMARCA,MOSQUERA,Viernes,23:50,PLANADAS,URBANA,VIAS PUBLICAS,34,MASCULINO,CAMION,KENWORTH,LINEA STANDARD,2007,ROJO,LLAVE MAESTRA,A PIE,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,25473000,1
,GUAJIRA,ALBANIA,Viernes,7:00,CORREGIMIENTO DE CUESTESITAS,RURAL,VIAS PUBLICAS,41,MASCULINO,CAMION,FORD,CARGO 1721 CORTO,2008,AZUL,ARMA DE FUEGO,A PIE,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,44035000,1
,GUAJIRA,MAICAO,Viernes,8:00,VEREDA EL SALAO,RURAL,TRAMO DE VIA,28,FEMENINO,CAMIONETA,TOYOTA,PRADO,2011,BLANCO,ARMA DE FUEGO,A PIE,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,44430000,1
,VALLE,CALI (CT),Viernes,6:30,CHAMPAGNAT E19,URBANA,VIAS PUBLICAS,38,MASCULINO,CAMIONETA,KIA,SPORTAGE,2011,ROJO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
,CAUCA,CALOTO,Domingo,20:46,VDA DE GUALI,RURAL,CARRETERA,48,MASCULINO,CAMIONETA,NISSAN,NAVARA,2011,NEGRO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,SOLTERO,TECNICO EN ELECTRONICA,TECNICO,19142000,1
,VALLE,CALI (CT),Domingo,11:30,LOS ALCAZARES E6,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,45,MASCULINO,AUTOMOVIL,KIA,PICANTO,2007,NEGRO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Domingo,13:00,CHIMINANGOS I E5,URBANA,VIAS PUBLICAS,50,FEMENINO,AUTOMOVIL,RENAULT,R18,1981,BEIGE,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,TECNICO,76001000,1
,ANTIOQUIA,COPACABANA,Lunes,2:00,MACHADO,URBANA,VIAS PUBLICAS,37,MASCULINO,VEHICULO NO IDENTIFICADO,RENAULT,R9,1994,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,5212000,1
,HUILA,ALGECIRAS,Lunes,9:30,CENTRO,URBANA,VEHICULO,35,MASCULINO,CAMION,CHEVROLET,LINEA STANDARD,1981,BLANCO,CONTUNDENTES,A PIE,VEHICULO,SOLTERO,NO REPORTADO,PRIMARIA,41020000,1
,VALLE,CALI (CT),Lunes,8:00,CALYPSO E13,URBANA,VIAS PUBLICAS,38,MASCULINO,CAMIONETA,MITSUBISHI,LNO REPORTADO200,1996,ROJO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Lunes,20:30,CHAMPAGNAT E19,URBANA,VIAS PUBLICAS,25,MASCULINO,AUTOMOVIL,KIA,RIO,2014,BLANCO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
,CAUCA,VILLA RICA,Martes,20:00,PUNTO LA Y ENTRADA VILLA RICA,RURAL,PEAJE,51,MASCULINO,CAMION,DODGE,D100,1970,AZUL,ARMA DE FUEGO,VEHICULO,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,19845000,1
,CUNDINAMARCA,SASAIMA,Martes,4:10,VER. GUANE,URBANA,VIAS PUBLICAS,38,MASCULINO,CAMION,TOYOTA,FJ40,1999,NEGRO Y BLANCO,ARMA DE FUEGO,A PIE,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,25718000,1
,VALLE,CALI (CT),Martes,15:30,SAN NICOLAS E3,URBANA,VIAS PUBLICAS,29,FEMENINO,AUTOMOVIL,CHEVROLET,CORSA,2005,GRIS,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,TECNICO,76001000,1
,VALLE,CALI (CT),Martes,15:30,VALLE GRANDE E21,URBANA,VIAS PUBLICAS,24,FEMENINO,CAMIONETA,CHEVROLET,LUV 2.3,1992,VERDE,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Martes,23:20,QUINTAS DE SALOMIA E6,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,52,MASCULINO,AUTOMOVIL,KIA,PICANTO,2014,GRIS,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,TECNICO,76001000,1
,ANTIOQUIA,YARUMAL,Jueves,0:01,EL MANICOMIO,RURAL,TRAMO DE VIA,50,MASCULINO,TRACTO_CAMION,FREIGHTLINER,LINEA STANDARD,2012,VERDE,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,UNION LIBRE,NO REPORTADO,PRIMARIA,5887000,1
,CAUCA,SANTANDER DE QUILICHAO,Jueves,3:25,VDA QUINAMAYO,RURAL,VIAS PUBLICAS,67,MASCULINO,CAMION,CHEVROLET,KODIAC,2006,BLANCO,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,CASADO,NO REPORTADO,PRIMARIA,19698000,1
,CUNDINAMARCA,VILLETA,Jueves,14:30,VER. CHORRILLO,URBANA,VIAS PUBLICAS,47,MASCULINO,CAMION,FORD,LINEA STANDARD,2008,NARANJA,ARMA DE FUEGO,VEHICULO,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,25875000,1
,RISARALDA,PEREIRA (CT),Jueves,12:00,PINARES DE SAN MARTIN,URBANA,VIAS PUBLICAS,52,MASCULINO,CAMIONETA,CHEVROLET,LUV 2.3,1993,NEGRO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,ADMINISTRADOR AGROPECUARIO,SUPERIOR,66001000,1
,RISARALDA,PEREIRA (CT),Jueves,17:00,ALFONSO LOPEZ,URBANA,VIAS PUBLICAS,51,MASCULINO,CAMIONETA,NO REPORTADO,NO REPORTADO,1997,VERDE,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,TECNICO,66001000,1
,VALLE,CALI (CT),Jueves,9:10,EL POBLADO I E13,URBANA,VIAS PUBLICAS,42,FEMENINO,AUTOMOVIL,HYUNDAI,I10,2013,GRIS,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Jueves,12:45,PRIMERO DE MAYO E17,RURAL,VIAS PUBLICAS,23,FEMENINO,AUTOMOVIL,HYUNDAI,I10,2013,BLANCO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
